Sensor,Date_Time,Date,Time,Count
QV Market-Elizabeth St (West),2015-07-02T16:00:00Z,2015-07-03,2,31
QV Market-Elizabeth St (West),2015-07-02T17:00:00Z,2015-07-03,3,26
QV Market-Elizabeth St (West),2015-07-02T18:00:00Z,2015-07-03,4,24
QV Market-Elizabeth St (West),2015-07-02T19:00:00Z,2015-07-03,5,87
QV Market-Elizabeth St (West),2015-07-02T20:00:00Z,2015-07-03,6,148
QV Market-Elizabeth St (West),2015-07-02T21:00:00Z,2015-07-03,7,290
QV Market-Elizabeth St (West),2015-07-02T22:00:00Z,2015-07-03,8,558
QV Market-Elizabeth St (West),2015-07-02T23:00:00Z,2015-07-03,9,612
QV Market-Elizabeth St (West),2015-07-03T00:00:00Z,2015-07-03,10,890
QV Market-Elizabeth St (West),2015-07-03T01:00:00Z,2015-07-03,11,1154
QV Market-Elizabeth St (West),2015-07-03T02:00:00Z,2015-07-03,12,1832
QV Market-Elizabeth St (West),2015-07-03T03:00:00Z,2015-07-03,13,1694
QV Market-Elizabeth St (West),2015-07-03T04:00:00Z,2015-07-03,14,1444
QV Market-Elizabeth St (West),2015-07-03T05:00:00Z,2015-07-03,15,1113
QV Market-Elizabeth St (West),2015-07-03T06:00:00Z,2015-07-03,16,863
QV Market-Elizabeth St (West),2015-07-03T07:00:00Z,2015-07-03,17,588
QV Market-Elizabeth St (West),2015-07-03T08:00:00Z,2015-07-03,18,567
QV Market-Elizabeth St (West),2015-07-03T09:00:00Z,2015-07-03,19,383
QV Market-Elizabeth St (West),2015-07-03T10:00:00Z,2015-07-03,20,382
QV Market-Elizabeth St (West),2015-07-03T11:00:00Z,2015-07-03,21,322
QV Market-Elizabeth St (West),2015-07-03T12:00:00Z,2015-07-03,22,258
QV Market-Elizabeth St (West),2015-07-03T13:00:00Z,2015-07-03,23,289
QV Market-Elizabeth St (West),2015-07-03T14:00:00Z,2015-07-04,0,185
QV Market-Elizabeth St (West),2015-07-03T15:00:00Z,2015-07-04,1,121
QV Market-Elizabeth St (West),2015-07-03T16:00:00Z,2015-07-04,2,122
QV Market-Elizabeth St (West),2015-07-03T17:00:00Z,2015-07-04,3,193
QV Market-Elizabeth St (West),2015-07-03T18:00:00Z,2015-07-04,4,132
QV Market-Elizabeth St (West),2015-07-03T19:00:00Z,2015-07-04,5,80
QV Market-Elizabeth St (West),2015-07-03T20:00:00Z,2015-07-04,6,168
QV Market-Elizabeth St (West),2015-07-03T21:00:00Z,2015-07-04,7,242
QV Market-Elizabeth St (West),2015-07-03T22:00:00Z,2015-07-04,8,364
QV Market-Elizabeth St (West),2015-07-03T23:00:00Z,2015-07-04,9,642
QV Market-Elizabeth St (West),2015-07-04T00:00:00Z,2015-07-04,10,1077
QV Market-Elizabeth St (West),2015-07-04T01:00:00Z,2015-07-04,11,1239
QV Market-Elizabeth St (West),2015-07-04T02:00:00Z,2015-07-04,12,1504
QV Market-Elizabeth St (West),2015-07-04T03:00:00Z,2015-07-04,13,1616
QV Market-Elizabeth St (West),2015-07-04T04:00:00Z,2015-07-04,14,1432
QV Market-Elizabeth St (West),2015-07-04T05:00:00Z,2015-07-04,15,1103
QV Market-Elizabeth St (West),2015-07-04T06:00:00Z,2015-07-04,16,604
QV Market-Elizabeth St (West),2015-07-04T07:00:00Z,2015-07-04,17,428
QV Market-Elizabeth St (West),2015-07-04T08:00:00Z,2015-07-04,18,438
QV Market-Elizabeth St (West),2015-07-04T09:00:00Z,2015-07-04,19,402
QV Market-Elizabeth St (West),2015-07-04T10:00:00Z,2015-07-04,20,307
QV Market-Elizabeth St (West),2015-07-04T11:00:00Z,2015-07-04,21,252
QV Market-Elizabeth St (West),2015-07-04T12:00:00Z,2015-07-04,22,240
QV Market-Elizabeth St (West),2015-07-04T13:00:00Z,2015-07-04,23,184
QV Market-Elizabeth St (West),2015-07-04T14:00:00Z,2015-07-05,0,136
QV Market-Elizabeth St (West),2015-07-04T15:00:00Z,2015-07-05,1,159
QV Market-Elizabeth St (West),2015-07-04T16:00:00Z,2015-07-05,2,99
QV Market-Elizabeth St (West),2015-07-04T17:00:00Z,2015-07-05,3,87
QV Market-Elizabeth St (West),2015-07-04T18:00:00Z,2015-07-05,4,69
QV Market-Elizabeth St (West),2015-07-04T19:00:00Z,2015-07-05,5,75
QV Market-Elizabeth St (West),2015-07-04T20:00:00Z,2015-07-05,6,64
QV Market-Elizabeth St (West),2015-07-04T21:00:00Z,2015-07-05,7,118
QV Market-Elizabeth St (West),2015-07-04T22:00:00Z,2015-07-05,8,309
QV Market-Elizabeth St (West),2015-07-04T23:00:00Z,2015-07-05,9,573
QV Market-Elizabeth St (West),2015-07-05T00:00:00Z,2015-07-05,10,1087
QV Market-Elizabeth St (West),2015-07-05T01:00:00Z,2015-07-05,11,1315
QV Market-Elizabeth St (West),2015-07-05T02:00:00Z,2015-07-05,12,1597
QV Market-Elizabeth St (West),2015-07-05T03:00:00Z,2015-07-05,13,1836
QV Market-Elizabeth St (West),2015-07-05T04:00:00Z,2015-07-05,14,1764
QV Market-Elizabeth St (West),2015-07-05T05:00:00Z,2015-07-05,15,1357
QV Market-Elizabeth St (West),2015-07-05T06:00:00Z,2015-07-05,16,858
QV Market-Elizabeth St (West),2015-07-05T07:00:00Z,2015-07-05,17,442
QV Market-Elizabeth St (West),2015-07-05T08:00:00Z,2015-07-05,18,382
QV Market-Elizabeth St (West),2015-07-05T09:00:00Z,2015-07-05,19,325
QV Market-Elizabeth St (West),2015-07-05T10:00:00Z,2015-07-05,20,259
QV Market-Elizabeth St (West),2015-07-05T11:00:00Z,2015-07-05,21,183
QV Market-Elizabeth St (West),2015-07-05T12:00:00Z,2015-07-05,22,142
QV Market-Elizabeth St (West),2015-07-05T13:00:00Z,2015-07-05,23,161
QV Market-Elizabeth St (West),2015-07-05T14:00:00Z,2015-07-06,0,80
QV Market-Elizabeth St (West),2015-07-05T15:00:00Z,2015-07-06,1,58
QV Market-Elizabeth St (West),2015-07-05T16:00:00Z,2015-07-06,2,14
QV Market-Elizabeth St (West),2015-07-05T17:00:00Z,2015-07-06,3,27
QV Market-Elizabeth St (West),2015-07-05T18:00:00Z,2015-07-06,4,17
QV Market-Elizabeth St (West),2015-07-05T19:00:00Z,2015-07-06,5,38
QV Market-Elizabeth St (West),2015-07-05T20:00:00Z,2015-07-06,6,72
QV Market-Elizabeth St (West),2015-07-05T21:00:00Z,2015-07-06,7,154
QV Market-Elizabeth St (West),2015-07-05T22:00:00Z,2015-07-06,8,306
QV Market-Elizabeth St (West),2015-07-05T23:00:00Z,2015-07-06,9,284
QV Market-Elizabeth St (West),2015-07-06T00:00:00Z,2015-07-06,10,408
QV Market-Elizabeth St (West),2015-07-06T01:00:00Z,2015-07-06,11,462
QV Market-Elizabeth St (West),2015-07-06T02:00:00Z,2015-07-06,12,918
QV Market-Elizabeth St (West),2015-07-06T03:00:00Z,2015-07-06,13,822
QV Market-Elizabeth St (West),2015-07-06T04:00:00Z,2015-07-06,14,660
QV Market-Elizabeth St (West),2015-07-06T05:00:00Z,2015-07-06,15,519
QV Market-Elizabeth St (West),2015-07-06T06:00:00Z,2015-07-06,16,454
QV Market-Elizabeth St (West),2015-07-06T07:00:00Z,2015-07-06,17,455
QV Market-Elizabeth St (West),2015-07-06T08:00:00Z,2015-07-06,18,456
QV Market-Elizabeth St (West),2015-07-06T09:00:00Z,2015-07-06,19,302
QV Market-Elizabeth St (West),2015-07-06T10:00:00Z,2015-07-06,20,282
QV Market-Elizabeth St (West),2015-07-06T11:00:00Z,2015-07-06,21,207
QV Market-Elizabeth St (West),2015-07-06T12:00:00Z,2015-07-06,22,124
QV Market-Elizabeth St (West),2015-07-06T13:00:00Z,2015-07-06,23,111
QV Market-Elizabeth St (West),2015-07-06T14:00:00Z,2015-07-07,0,55
QV Market-Elizabeth St (West),2015-07-06T15:00:00Z,2015-07-07,1,48
QV Market-Elizabeth St (West),2015-07-06T16:00:00Z,2015-07-07,2,25
QV Market-Elizabeth St (West),2015-07-06T17:00:00Z,2015-07-07,3,24
QV Market-Elizabeth St (West),2015-07-06T18:00:00Z,2015-07-07,4,25
QV Market-Elizabeth St (West),2015-07-06T19:00:00Z,2015-07-07,5,72
QV Market-Elizabeth St (West),2015-07-06T20:00:00Z,2015-07-07,6,121
QV Market-Elizabeth St (West),2015-07-06T21:00:00Z,2015-07-07,7,259
QV Market-Elizabeth St (West),2015-07-06T22:00:00Z,2015-07-07,8,555
QV Market-Elizabeth St (West),2015-07-06T23:00:00Z,2015-07-07,9,570
QV Market-Elizabeth St (West),2015-07-07T00:00:00Z,2015-07-07,10,814
QV Market-Elizabeth St (West),2015-07-07T01:00:00Z,2015-07-07,11,1160
QV Market-Elizabeth St (West),2015-07-07T02:00:00Z,2015-07-07,12,1845
QV Market-Elizabeth St (West),2015-07-07T03:00:00Z,2015-07-07,13,1713
QV Market-Elizabeth St (West),2015-07-07T04:00:00Z,2015-07-07,14,1255
QV Market-Elizabeth St (West),2015-07-07T05:00:00Z,2015-07-07,15,807
QV Market-Elizabeth St (West),2015-07-07T06:00:00Z,2015-07-07,16,591
QV Market-Elizabeth St (West),2015-07-07T07:00:00Z,2015-07-07,17,610
QV Market-Elizabeth St (West),2015-07-07T08:00:00Z,2015-07-07,18,495
QV Market-Elizabeth St (West),2015-07-07T09:00:00Z,2015-07-07,19,384
QV Market-Elizabeth St (West),2015-07-07T10:00:00Z,2015-07-07,20,304
QV Market-Elizabeth St (West),2015-07-07T11:00:00Z,2015-07-07,21,218
QV Market-Elizabeth St (West),2015-07-07T12:00:00Z,2015-07-07,22,156
QV Market-Elizabeth St (West),2015-07-07T13:00:00Z,2015-07-07,23,122
QV Market-Elizabeth St (West),2015-07-07T14:00:00Z,2015-07-08,0,93
QV Market-Elizabeth St (West),2015-07-07T15:00:00Z,2015-07-08,1,18
QV Market-Elizabeth St (West),2015-07-07T16:00:00Z,2015-07-08,2,24
QV Market-Elizabeth St (West),2015-07-07T17:00:00Z,2015-07-08,3,22
QV Market-Elizabeth St (West),2015-07-07T18:00:00Z,2015-07-08,4,15
QV Market-Elizabeth St (West),2015-07-07T19:00:00Z,2015-07-08,5,39
QV Market-Elizabeth St (West),2015-07-07T20:00:00Z,2015-07-08,6,102
QV Market-Elizabeth St (West),2015-07-07T21:00:00Z,2015-07-08,7,168
QV Market-Elizabeth St (West),2015-07-07T22:00:00Z,2015-07-08,8,364
QV Market-Elizabeth St (West),2015-07-07T23:00:00Z,2015-07-08,9,470
QV Market-Elizabeth St (West),2015-07-08T00:00:00Z,2015-07-08,10,580
QV Market-Elizabeth St (West),2015-07-08T01:00:00Z,2015-07-08,11,695
QV Market-Elizabeth St (West),2015-07-08T02:00:00Z,2015-07-08,12,1175
QV Market-Elizabeth St (West),2015-07-08T03:00:00Z,2015-07-08,13,1152
QV Market-Elizabeth St (West),2015-07-08T04:00:00Z,2015-07-08,14,722
QV Market-Elizabeth St (West),2015-07-08T05:00:00Z,2015-07-08,15,621
QV Market-Elizabeth St (West),2015-07-08T06:00:00Z,2015-07-08,16,781
QV Market-Elizabeth St (West),2015-07-08T07:00:00Z,2015-07-08,17,1317
QV Market-Elizabeth St (West),2015-07-08T08:00:00Z,2015-07-08,18,1670
QV Market-Elizabeth St (West),2015-07-08T09:00:00Z,2015-07-08,19,1792
QV Market-Elizabeth St (West),2015-07-08T10:00:00Z,2015-07-08,20,1442
QV Market-Elizabeth St (West),2015-07-08T11:00:00Z,2015-07-08,21,880
QV Market-Elizabeth St (West),2015-07-08T12:00:00Z,2015-07-08,22,470
QV Market-Elizabeth St (West),2015-07-08T13:00:00Z,2015-07-08,23,123
QV Market-Elizabeth St (West),2015-07-08T14:00:00Z,2015-07-09,0,89
QV Market-Elizabeth St (West),2015-07-08T15:00:00Z,2015-07-09,1,74
QV Market-Elizabeth St (West),2015-07-08T16:00:00Z,2015-07-09,2,30
QV Market-Elizabeth St (West),2015-07-08T17:00:00Z,2015-07-09,3,22
QV Market-Elizabeth St (West),2015-07-08T18:00:00Z,2015-07-09,4,32
QV Market-Elizabeth St (West),2015-07-08T19:00:00Z,2015-07-09,5,81
QV Market-Elizabeth St (West),2015-07-08T20:00:00Z,2015-07-09,6,146
QV Market-Elizabeth St (West),2015-07-08T21:00:00Z,2015-07-09,7,302
QV Market-Elizabeth St (West),2015-07-08T22:00:00Z,2015-07-09,8,513
QV Market-Elizabeth St (West),2015-07-08T23:00:00Z,2015-07-09,9,597
QV Market-Elizabeth St (West),2015-07-09T00:00:00Z,2015-07-09,10,888
QV Market-Elizabeth St (West),2015-07-09T01:00:00Z,2015-07-09,11,1020
QV Market-Elizabeth St (West),2015-07-09T02:00:00Z,2015-07-09,12,1662
QV Market-Elizabeth St (West),2015-07-09T03:00:00Z,2015-07-09,13,1771
QV Market-Elizabeth St (West),2015-07-09T04:00:00Z,2015-07-09,14,1258
QV Market-Elizabeth St (West),2015-07-09T05:00:00Z,2015-07-09,15,790
QV Market-Elizabeth St (West),2015-07-09T06:00:00Z,2015-07-09,16,618
QV Market-Elizabeth St (West),2015-07-09T07:00:00Z,2015-07-09,17,572
QV Market-Elizabeth St (West),2015-07-09T08:00:00Z,2015-07-09,18,438
QV Market-Elizabeth St (West),2015-07-09T09:00:00Z,2015-07-09,19,331
QV Market-Elizabeth St (West),2015-07-09T10:00:00Z,2015-07-09,20,300
QV Market-Elizabeth St (West),2015-07-09T11:00:00Z,2015-07-09,21,267
QV Market-Elizabeth St (West),2015-07-09T12:00:00Z,2015-07-09,22,204
QV Market-Elizabeth St (West),2015-07-09T13:00:00Z,2015-07-09,23,143
QV Market-Elizabeth St (West),2015-07-09T14:00:00Z,2015-07-10,0,109
QV Market-Elizabeth St (West),2015-07-09T15:00:00Z,2015-07-10,1,71
QV Market-Elizabeth St (West),2015-07-09T16:00:00Z,2015-07-10,2,37
QV Market-Elizabeth St (West),2015-07-09T17:00:00Z,2015-07-10,3,38
QV Market-Elizabeth St (West),2015-07-09T18:00:00Z,2015-07-10,4,49
QV Market-Elizabeth St (West),2015-07-09T19:00:00Z,2015-07-10,5,79
QV Market-Elizabeth St (West),2015-07-09T20:00:00Z,2015-07-10,6,149
QV Market-Elizabeth St (West),2015-07-09T21:00:00Z,2015-07-10,7,287
QV Market-Elizabeth St (West),2015-07-09T22:00:00Z,2015-07-10,8,493
QV Market-Elizabeth St (West),2015-07-09T23:00:00Z,2015-07-10,9,650
QV Market-Elizabeth St (West),2015-07-10T00:00:00Z,2015-07-10,10,911
QV Market-Elizabeth St (West),2015-07-10T01:00:00Z,2015-07-10,11,1124
QV Market-Elizabeth St (West),2015-07-10T02:00:00Z,2015-07-10,12,1826
QV Market-Elizabeth St (West),2015-07-10T03:00:00Z,2015-07-10,13,1723
QV Market-Elizabeth St (West),2015-07-10T04:00:00Z,2015-07-10,14,1305
QV Market-Elizabeth St (West),2015-07-10T05:00:00Z,2015-07-10,15,1023
QV Market-Elizabeth St (West),2015-07-10T06:00:00Z,2015-07-10,16,866
QV Market-Elizabeth St (West),2015-07-10T07:00:00Z,2015-07-10,17,612
QV Market-Elizabeth St (West),2015-07-10T08:00:00Z,2015-07-10,18,528
QV Market-Elizabeth St (West),2015-07-10T09:00:00Z,2015-07-10,19,407
QV Market-Elizabeth St (West),2015-07-10T10:00:00Z,2015-07-10,20,294
QV Market-Elizabeth St (West),2015-07-10T11:00:00Z,2015-07-10,21,303
QV Market-Elizabeth St (West),2015-07-10T12:00:00Z,2015-07-10,22,284
QV Market-Elizabeth St (West),2015-07-10T13:00:00Z,2015-07-10,23,300
QV Market-Elizabeth St (West),2015-07-10T14:00:00Z,2015-07-11,0,178
QV Market-Elizabeth St (West),2015-07-10T15:00:00Z,2015-07-11,1,116
QV Market-Elizabeth St (West),2015-07-10T16:00:00Z,2015-07-11,2,81
QV Market-Elizabeth St (West),2015-07-10T17:00:00Z,2015-07-11,3,83
QV Market-Elizabeth St (West),2015-07-10T18:00:00Z,2015-07-11,4,50
QV Market-Elizabeth St (West),2015-07-10T19:00:00Z,2015-07-11,5,76
QV Market-Elizabeth St (West),2015-07-10T20:00:00Z,2015-07-11,6,138
QV Market-Elizabeth St (West),2015-07-10T21:00:00Z,2015-07-11,7,231
QV Market-Elizabeth St (West),2015-07-10T22:00:00Z,2015-07-11,8,458
QV Market-Elizabeth St (West),2015-07-10T23:00:00Z,2015-07-11,9,817
QV Market-Elizabeth St (West),2015-07-11T00:00:00Z,2015-07-11,10,1382
QV Market-Elizabeth St (West),2015-07-11T01:00:00Z,2015-07-11,11,1700
QV Market-Elizabeth St (West),2015-07-11T02:00:00Z,2015-07-11,12,1944
QV Market-Elizabeth St (West),2015-07-11T03:00:00Z,2015-07-11,13,1598
QV Market-Elizabeth St (West),2015-07-11T04:00:00Z,2015-07-11,14,1458
QV Market-Elizabeth St (West),2015-07-11T05:00:00Z,2015-07-11,15,1135
QV Market-Elizabeth St (West),2015-07-11T06:00:00Z,2015-07-11,16,651
QV Market-Elizabeth St (West),2015-07-11T07:00:00Z,2015-07-11,17,505
QV Market-Elizabeth St (West),2015-07-11T08:00:00Z,2015-07-11,18,384
QV Market-Elizabeth St (West),2015-07-11T09:00:00Z,2015-07-11,19,370
QV Market-Elizabeth St (West),2015-07-11T10:00:00Z,2015-07-11,20,309
QV Market-Elizabeth St (West),2015-07-11T11:00:00Z,2015-07-11,21,243
QV Market-Elizabeth St (West),2015-07-11T12:00:00Z,2015-07-11,22,240
QV Market-Elizabeth St (West),2015-07-11T13:00:00Z,2015-07-11,23,214
QV Market-Elizabeth St (West),2015-07-11T14:00:00Z,2015-07-12,0,145
QV Market-Elizabeth St (West),2015-07-11T15:00:00Z,2015-07-12,1,175
QV Market-Elizabeth St (West),2015-07-11T16:00:00Z,2015-07-12,2,110
QV Market-Elizabeth St (West),2015-07-11T17:00:00Z,2015-07-12,3,64
QV Market-Elizabeth St (West),2015-07-11T18:00:00Z,2015-07-12,4,60
QV Market-Elizabeth St (West),2015-07-11T19:00:00Z,2015-07-12,5,25
QV Market-Elizabeth St (West),2015-07-11T20:00:00Z,2015-07-12,6,82
QV Market-Elizabeth St (West),2015-07-11T21:00:00Z,2015-07-12,7,140
QV Market-Elizabeth St (West),2015-07-11T22:00:00Z,2015-07-12,8,250
QV Market-Elizabeth St (West),2015-07-11T23:00:00Z,2015-07-12,9,517
QV Market-Elizabeth St (West),2015-07-12T00:00:00Z,2015-07-12,10,801
QV Market-Elizabeth St (West),2015-07-12T01:00:00Z,2015-07-12,11,959
QV Market-Elizabeth St (West),2015-07-12T02:00:00Z,2015-07-12,12,940
QV Market-Elizabeth St (West),2015-07-12T03:00:00Z,2015-07-12,13,853
QV Market-Elizabeth St (West),2015-07-12T04:00:00Z,2015-07-12,14,685
QV Market-Elizabeth St (West),2015-07-12T05:00:00Z,2015-07-12,15,501
QV Market-Elizabeth St (West),2015-07-12T06:00:00Z,2015-07-12,16,357
QV Market-Elizabeth St (West),2015-07-12T07:00:00Z,2015-07-12,17,209
QV Market-Elizabeth St (West),2015-07-12T08:00:00Z,2015-07-12,18,249
QV Market-Elizabeth St (West),2015-07-12T09:00:00Z,2015-07-12,19,277
QV Market-Elizabeth St (West),2015-07-12T10:00:00Z,2015-07-12,20,273
QV Market-Elizabeth St (West),2015-07-12T11:00:00Z,2015-07-12,21,178
QV Market-Elizabeth St (West),2015-07-12T12:00:00Z,2015-07-12,22,145
QV Market-Elizabeth St (West),2015-07-12T13:00:00Z,2015-07-12,23,83
QV Market-Elizabeth St (West),2015-07-12T14:00:00Z,2015-07-13,0,135
QV Market-Elizabeth St (West),2015-07-12T15:00:00Z,2015-07-13,1,47
QV Market-Elizabeth St (West),2015-07-12T16:00:00Z,2015-07-13,2,58
QV Market-Elizabeth St (West),2015-07-12T17:00:00Z,2015-07-13,3,23
QV Market-Elizabeth St (West),2015-07-12T18:00:00Z,2015-07-13,4,18
QV Market-Elizabeth St (West),2015-07-12T19:00:00Z,2015-07-13,5,30
QV Market-Elizabeth St (West),2015-07-12T20:00:00Z,2015-07-13,6,85
QV Market-Elizabeth St (West),2015-07-12T21:00:00Z,2015-07-13,7,135
QV Market-Elizabeth St (West),2015-07-12T22:00:00Z,2015-07-13,8,356
QV Market-Elizabeth St (West),2015-07-12T23:00:00Z,2015-07-13,9,385
QV Market-Elizabeth St (West),2015-07-13T00:00:00Z,2015-07-13,10,519
QV Market-Elizabeth St (West),2015-07-13T01:00:00Z,2015-07-13,11,561
QV Market-Elizabeth St (West),2015-07-13T02:00:00Z,2015-07-13,12,849
QV Market-Elizabeth St (West),2015-07-13T03:00:00Z,2015-07-13,13,838
QV Market-Elizabeth St (West),2015-07-13T04:00:00Z,2015-07-13,14,661
QV Market-Elizabeth St (West),2015-07-13T05:00:00Z,2015-07-13,15,539
QV Market-Elizabeth St (West),2015-07-13T06:00:00Z,2015-07-13,16,467
QV Market-Elizabeth St (West),2015-07-13T07:00:00Z,2015-07-13,17,494
QV Market-Elizabeth St (West),2015-07-13T08:00:00Z,2015-07-13,18,394
QV Market-Elizabeth St (West),2015-07-13T09:00:00Z,2015-07-13,19,331
QV Market-Elizabeth St (West),2015-07-13T10:00:00Z,2015-07-13,20,223
QV Market-Elizabeth St (West),2015-07-13T11:00:00Z,2015-07-13,21,184
QV Market-Elizabeth St (West),2015-07-13T12:00:00Z,2015-07-13,22,125
QV Market-Elizabeth St (West),2015-07-13T13:00:00Z,2015-07-13,23,87
QV Market-Elizabeth St (West),2015-07-13T14:00:00Z,2015-07-14,0,79
QV Market-Elizabeth St (West),2015-07-13T15:00:00Z,2015-07-14,1,44
QV Market-Elizabeth St (West),2015-07-13T16:00:00Z,2015-07-14,2,26
QV Market-Elizabeth St (West),2015-07-13T17:00:00Z,2015-07-14,3,35
QV Market-Elizabeth St (West),2015-07-13T18:00:00Z,2015-07-14,4,16
QV Market-Elizabeth St (West),2015-07-13T19:00:00Z,2015-07-14,5,67
QV Market-Elizabeth St (West),2015-07-13T20:00:00Z,2015-07-14,6,137
QV Market-Elizabeth St (West),2015-07-13T21:00:00Z,2015-07-14,7,230
QV Market-Elizabeth St (West),2015-07-13T22:00:00Z,2015-07-14,8,533
QV Market-Elizabeth St (West),2015-07-13T23:00:00Z,2015-07-14,9,589
QV Market-Elizabeth St (West),2015-07-14T00:00:00Z,2015-07-14,10,731
QV Market-Elizabeth St (West),2015-07-14T01:00:00Z,2015-07-14,11,971
QV Market-Elizabeth St (West),2015-07-14T02:00:00Z,2015-07-14,12,1706
QV Market-Elizabeth St (West),2015-07-14T03:00:00Z,2015-07-14,13,1689
QV Market-Elizabeth St (West),2015-07-14T04:00:00Z,2015-07-14,14,962
QV Market-Elizabeth St (West),2015-07-14T05:00:00Z,2015-07-14,15,615
QV Market-Elizabeth St (West),2015-07-14T06:00:00Z,2015-07-14,16,490
QV Market-Elizabeth St (West),2015-07-14T07:00:00Z,2015-07-14,17,498
QV Market-Elizabeth St (West),2015-07-14T08:00:00Z,2015-07-14,18,392
QV Market-Elizabeth St (West),2015-07-14T09:00:00Z,2015-07-14,19,310
QV Market-Elizabeth St (West),2015-07-14T10:00:00Z,2015-07-14,20,321
QV Market-Elizabeth St (West),2015-07-14T11:00:00Z,2015-07-14,21,190
QV Market-Elizabeth St (West),2015-07-14T12:00:00Z,2015-07-14,22,149
QV Market-Elizabeth St (West),2015-07-14T13:00:00Z,2015-07-14,23,101
QV Market-Elizabeth St (West),2015-07-14T14:00:00Z,2015-07-15,0,90
QV Market-Elizabeth St (West),2015-07-14T15:00:00Z,2015-07-15,1,122
QV Market-Elizabeth St (West),2015-07-14T16:00:00Z,2015-07-15,2,26
QV Market-Elizabeth St (West),2015-07-14T17:00:00Z,2015-07-15,3,28
QV Market-Elizabeth St (West),2015-07-14T18:00:00Z,2015-07-15,4,21
QV Market-Elizabeth St (West),2015-07-14T19:00:00Z,2015-07-15,5,39
QV Market-Elizabeth St (West),2015-07-14T20:00:00Z,2015-07-15,6,86
QV Market-Elizabeth St (West),2015-07-14T21:00:00Z,2015-07-15,7,160
QV Market-Elizabeth St (West),2015-07-14T22:00:00Z,2015-07-15,8,367
QV Market-Elizabeth St (West),2015-07-14T23:00:00Z,2015-07-15,9,401
QV Market-Elizabeth St (West),2015-07-15T00:00:00Z,2015-07-15,10,603
QV Market-Elizabeth St (West),2015-07-15T01:00:00Z,2015-07-15,11,606
QV Market-Elizabeth St (West),2015-07-15T02:00:00Z,2015-07-15,12,948
QV Market-Elizabeth St (West),2015-07-15T03:00:00Z,2015-07-15,13,1048
QV Market-Elizabeth St (West),2015-07-15T04:00:00Z,2015-07-15,14,703
QV Market-Elizabeth St (West),2015-07-15T05:00:00Z,2015-07-15,15,628
QV Market-Elizabeth St (West),2015-07-15T06:00:00Z,2015-07-15,16,743
QV Market-Elizabeth St (West),2015-07-15T07:00:00Z,2015-07-15,17,966
QV Market-Elizabeth St (West),2015-07-15T08:00:00Z,2015-07-15,18,1146
QV Market-Elizabeth St (West),2015-07-15T09:00:00Z,2015-07-15,19,1189
QV Market-Elizabeth St (West),2015-07-15T10:00:00Z,2015-07-15,20,896
QV Market-Elizabeth St (West),2015-07-15T11:00:00Z,2015-07-15,21,678
QV Market-Elizabeth St (West),2015-07-15T12:00:00Z,2015-07-15,22,392
QV Market-Elizabeth St (West),2015-07-15T13:00:00Z,2015-07-15,23,141
QV Market-Elizabeth St (West),2015-07-15T14:00:00Z,2015-07-16,0,97
QV Market-Elizabeth St (West),2015-07-15T15:00:00Z,2015-07-16,1,65
QV Market-Elizabeth St (West),2015-07-15T16:00:00Z,2015-07-16,2,23
QV Market-Elizabeth St (West),2015-07-15T17:00:00Z,2015-07-16,3,30
QV Market-Elizabeth St (West),2015-07-15T18:00:00Z,2015-07-16,4,30
QV Market-Elizabeth St (West),2015-07-15T19:00:00Z,2015-07-16,5,83
QV Market-Elizabeth St (West),2015-07-15T20:00:00Z,2015-07-16,6,125
QV Market-Elizabeth St (West),2015-07-15T21:00:00Z,2015-07-16,7,266
QV Market-Elizabeth St (West),2015-07-15T22:00:00Z,2015-07-16,8,485
QV Market-Elizabeth St (West),2015-07-15T23:00:00Z,2015-07-16,9,681
QV Market-Elizabeth St (West),2015-07-16T00:00:00Z,2015-07-16,10,773
QV Market-Elizabeth St (West),2015-07-16T01:00:00Z,2015-07-16,11,981
QV Market-Elizabeth St (West),2015-07-16T02:00:00Z,2015-07-16,12,1654
QV Market-Elizabeth St (West),2015-07-16T03:00:00Z,2015-07-16,13,1628
QV Market-Elizabeth St (West),2015-07-16T04:00:00Z,2015-07-16,14,1190
QV Market-Elizabeth St (West),2015-07-16T05:00:00Z,2015-07-16,15,760
QV Market-Elizabeth St (West),2015-07-16T06:00:00Z,2015-07-16,16,706
QV Market-Elizabeth St (West),2015-07-16T07:00:00Z,2015-07-16,17,567
QV Market-Elizabeth St (West),2015-07-16T08:00:00Z,2015-07-16,18,498
QV Market-Elizabeth St (West),2015-07-16T09:00:00Z,2015-07-16,19,395
QV Market-Elizabeth St (West),2015-07-16T10:00:00Z,2015-07-16,20,296
QV Market-Elizabeth St (West),2015-07-16T11:00:00Z,2015-07-16,21,263
QV Market-Elizabeth St (West),2015-07-16T12:00:00Z,2015-07-16,22,163
QV Market-Elizabeth St (West),2015-07-16T13:00:00Z,2015-07-16,23,126
QV Market-Elizabeth St (West),2015-07-16T14:00:00Z,2015-07-17,0,88
QV Market-Elizabeth St (West),2015-07-16T15:00:00Z,2015-07-17,1,85
QV Market-Elizabeth St (West),2015-07-16T16:00:00Z,2015-07-17,2,55
QV Market-Elizabeth St (West),2015-07-16T17:00:00Z,2015-07-17,3,31
QV Market-Elizabeth St (West),2015-07-16T18:00:00Z,2015-07-17,4,32
