Week,Airports,Class,Passengers
1992 W28,MEL-SYD,Business,2829
1992 W29,MEL-SYD,Business,3252
1992 W30,MEL-SYD,Business,3021
1992 W31,MEL-SYD,Business,2667
1992 W32,MEL-SYD,Business,2740
1992 W33,MEL-SYD,Business,2807
1992 W34,MEL-SYD,Business,2961
1992 W35,MEL-SYD,Business,2570
1992 W36,MEL-SYD,Business,2671
1992 W37,MEL-SYD,Business,2809
1992 W38,MEL-SYD,Business,2712
1992 W39,MEL-SYD,Business,2606
1992 W40,MEL-SYD,Business,2500
1992 W41,MEL-SYD,Business,2898
1992 W42,MEL-SYD,Business,3152
1992 W43,MEL-SYD,Business,3053
1992 W44,MEL-SYD,Business,2745
1992 W45,MEL-SYD,Business,3156
1992 W46,MEL-SYD,Business,3069
1992 W47,MEL-SYD,Business,3379
1987 W26,MEL-SYD,Economy,20167
1987 W27,MEL-SYD,Economy,20161
1987 W28,MEL-SYD,Economy,19993
1987 W29,MEL-SYD,Economy,20986
1987 W30,MEL-SYD,Economy,20497
1987 W31,MEL-SYD,Economy,20770
1987 W32,MEL-SYD,Economy,21111
1987 W33,MEL-SYD,Economy,20675
1987 W34,MEL-SYD,Economy,22092
1987 W35,MEL-SYD,Economy,20772
1987 W36,MEL-SYD,Economy,21642
1987 W37,MEL-SYD,Economy,21911
1987 W39,MEL-SYD,Economy,23777
1987 W40,MEL-SYD,Economy,22658
1987 W41,MEL-SYD,Economy,23515
1987 W42,MEL-SYD,Economy,21384
1987 W43,MEL-SYD,Economy,24344
1987 W44,MEL-SYD,Economy,21137
1987 W45,MEL-SYD,Economy,23069
1987 W46,MEL-SYD,Economy,23664
1987 W47,MEL-SYD,Economy,23219
1987 W48,MEL-SYD,Economy,23192
1987 W49,MEL-SYD,Economy,23475
1987 W50,MEL-SYD,Economy,22377
1987 W51,MEL-SYD,Economy,16606
1987 W52,MEL-SYD,Economy,13987
1987 W53,MEL-SYD,Economy,16251
1988 W01,MEL-SYD,Economy,18439
1988 W02,MEL-SYD,Economy,20262
1988 W03,MEL-SYD,Economy,19535
1988 W04,MEL-SYD,Economy,22467
1988 W05,MEL-SYD,Economy,24559
1988 W06,MEL-SYD,Economy,24591
1988 W07,MEL-SYD,Economy,24511
1988 W08,MEL-SYD,Economy,24524
1988 W09,MEL-SYD,Economy,23119
1988 W10,MEL-SYD,Economy,23106
1988 W11,MEL-SYD,Economy,23292
1988 W12,MEL-SYD,Economy,21566
1988 W13,MEL-SYD,Economy,18565
1988 W14,MEL-SYD,Economy,24361
1988 W15,MEL-SYD,Economy,22983
1988 W16,MEL-SYD,Economy,21062
1988 W17,MEL-SYD,Economy,21766
1988 W18,MEL-SYD,Economy,22285
1988 W19,MEL-SYD,Economy,22867
1988 W20,MEL-SYD,Economy,23276
1988 W21,MEL-SYD,Economy,20924
1988 W22,MEL-SYD,Economy,21716
1988 W23,MEL-SYD,Economy,20908
1988 W24,MEL-SYD,Economy,21410
1988 W25,MEL-SYD,Economy,21361
1988 W26,MEL-SYD,Economy,22412
1988 W27,MEL-SYD,Economy,21290
1988 W28,MEL-SYD,Economy,22247
1988 W29,MEL-SYD,Economy,22445
1988 W30,MEL-SYD,Economy,21260
1988 W31,MEL-SYD,Economy,22771
1988 W32,MEL-SYD,Economy,23723
1988 W33,MEL-SYD,Economy,23757
1988 W34,MEL-SYD,Economy,23482
1988 W35,MEL-SYD,Economy,23653
1988 W36,MEL-SYD,Economy,26054
1988 W37,MEL-SYD,Economy,25695
1988 W38,MEL-SYD,Economy,26720
1988 W39,MEL-SYD,Economy,15033
1988 W40,MEL-SYD,Economy,22340
1988 W41,MEL-SYD,Economy,19297
1988 W42,MEL-SYD,Economy,23761
1988 W43,MEL-SYD,Economy,22150
1988 W44,MEL-SYD,Economy,22236
1988 W45,MEL-SYD,Economy,23157
1988 W46,MEL-SYD,Economy,24387
1988 W47,MEL-SYD,Economy,23844
1988 W48,MEL-SYD,Economy,23681
1988 W49,MEL-SYD,Economy,24456
1988 W50,MEL-SYD,Economy,19899
1988 W51,MEL-SYD,Economy,13662
1988 W52,MEL-SYD,Economy,15698
1989 W01,MEL-SYD,Economy,18189
1989 W02,MEL-SYD,Economy,19448
1989 W03,MEL-SYD,Economy,20891
1989 W04,MEL-SYD,Economy,22284
1989 W05,MEL-SYD,Economy,23247
1989 W06,MEL-SYD,Economy,24440
1989 W07,MEL-SYD,Economy,22519
1989 W08,MEL-SYD,Economy,22818
1989 W09,MEL-SYD,Economy,23472
1989 W10,MEL-SYD,Economy,24117
1989 W11,MEL-SYD,Economy,24435
1989 W12,MEL-SYD,Economy,20589
1989 W13,MEL-SYD,Economy,23427
1989 W14,MEL-SYD,Economy,20923
1989 W15,MEL-SYD,Economy,22959
1989 W16,MEL-SYD,Economy,19152
1989 W17,MEL-SYD,Economy,22011
1989 W18,MEL-SYD,Economy,20228
1989 W19,MEL-SYD,Economy,21332
1989 W20,MEL-SYD,Economy,20500
1989 W21,MEL-SYD,Economy,19090
1989 W22,MEL-SYD,Economy,21692
1989 W23,MEL-SYD,Economy,20157
1989 W24,MEL-SYD,Economy,22231
1989 W25,MEL-SYD,Economy,20914
1989 W26,MEL-SYD,Economy,21454
1989 W27,MEL-SYD,Economy,21345
1989 W28,MEL-SYD,Economy,19260
1989 W29,MEL-SYD,Economy,18781
1989 W30,MEL-SYD,Economy,17445
1989 W31,MEL-SYD,Economy,19628
1989 W32,MEL-SYD,Economy,17692
1989 W33,MEL-SYD,Economy,7046
1989 W34,MEL-SYD,Economy,0
1989 W35,MEL-SYD,Economy,0
1989 W36,MEL-SYD,Economy,0
1989 W37,MEL-SYD,Economy,0
1989 W38,MEL-SYD,Economy,0
1989 W39,MEL-SYD,Economy,0
1989 W40,MEL-SYD,Economy,0
1989 W41,MEL-SYD,Economy,11569
1989 W42,MEL-SYD,Economy,11973
1989 W43,MEL-SYD,Economy,11123
1989 W44,MEL-SYD,Economy,11479
1989 W45,MEL-SYD,Economy,16969
1989 W46,MEL-SYD,Economy,15997
1989 W47,MEL-SYD,Economy,16555
1989 W48,MEL-SYD,Economy,17959
1989 W49,MEL-SYD,Economy,18868
1989 W50,MEL-SYD,Economy,15400
1989 W51,MEL-SYD,Economy,10544
1989 W52,MEL-SYD,Economy,12755
1990 W01,MEL-SYD,Economy,19020
1990 W02,MEL-SYD,Economy,20077
1990 W03,MEL-SYD,Economy,22124
1990 W04,MEL-SYD,Economy,19920
1990 W05,MEL-SYD,Economy,17215
1990 W06,MEL-SYD,Economy,17662
1990 W07,MEL-SYD,Economy,19828
1990 W08,MEL-SYD,Economy,18754
1990 W09,MEL-SYD,Economy,20390
1990 W10,MEL-SYD,Economy,18383
1990 W11,MEL-SYD,Economy,19377
1990 W12,MEL-SYD,Economy,20133
1990 W13,MEL-SYD,Economy,19210
1990 W14,MEL-SYD,Economy,20736
1990 W15,MEL-SYD,Economy,18821
1990 W16,MEL-SYD,Economy,20952
1990 W17,MEL-SYD,Economy,20565
1990 W18,MEL-SYD,Economy,20311
1990 W19,MEL-SYD,Economy,17859
1990 W20,MEL-SYD,Economy,19385
1990 W21,MEL-SYD,Economy,17962
1990 W22,MEL-SYD,Economy,19569
1990 W23,MEL-SYD,Economy,17894
1990 W24,MEL-SYD,Economy,18114
1990 W25,MEL-SYD,Economy,19170
1990 W26,MEL-SYD,Economy,18713
1990 W27,MEL-SYD,Economy,20520
1990 W28,MEL-SYD,Economy,20345
1990 W29,MEL-SYD,Economy,20015
1990 W30,MEL-SYD,Economy,18027
1990 W31,MEL-SYD,Economy,19697
1990 W32,MEL-SYD,Economy,19897
1990 W33,MEL-SYD,Economy,19213
1990 W34,MEL-SYD,Economy,19773
1990 W35,MEL-SYD,Economy,20128
1990 W36,MEL-SYD,Economy,21181
1990 W37,MEL-SYD,Economy,21933
1990 W38,MEL-SYD,Economy,20049
1990 W39,MEL-SYD,Economy,23358
1990 W40,MEL-SYD,Economy,21120
1990 W41,MEL-SYD,Economy,21970
1990 W42,MEL-SYD,Economy,21411
1990 W43,MEL-SYD,Economy,22569
1990 W44,MEL-SYD,Economy,20849
1990 W45,MEL-SYD,Economy,20658
1990 W46,MEL-SYD,Economy,21192
1990 W47,MEL-SYD,Economy,21502
1990 W48,MEL-SYD,Economy,22152
1990 W49,MEL-SYD,Economy,21904
1990 W50,MEL-SYD,Economy,20634
1990 W51,MEL-SYD,Economy,15535
1990 W52,MEL-SYD,Economy,16690
1991 W01,MEL-SYD,Economy,19150
1991 W02,MEL-SYD,Economy,21128
1991 W03,MEL-SYD,Economy,21136
1991 W04,MEL-SYD,Economy,19693
1991 W05,MEL-SYD,Economy,21576
1991 W06,MEL-SYD,Economy,21449
1991 W07,MEL-SYD,Economy,22298
1991 W08,MEL-SYD,Economy,21056
1991 W09,MEL-SYD,Economy,19014
1991 W10,MEL-SYD,Economy,19511
1991 W11,MEL-SYD,Economy,20162
1991 W12,MEL-SYD,Economy,21158
1991 W13,MEL-SYD,Economy,19059
1991 W14,MEL-SYD,Economy,21972
1991 W15,MEL-SYD,Economy,22877
1991 W16,MEL-SYD,Economy,22190
1991 W17,MEL-SYD,Economy,22533
1991 W18,MEL-SYD,Economy,20682
1991 W19,MEL-SYD,Economy,21788
1991 W20,MEL-SYD,Economy,21299
1991 W21,MEL-SYD,Economy,20663
1991 W22,MEL-SYD,Economy,21948
1991 W23,MEL-SYD,Economy,21009
1991 W24,MEL-SYD,Economy,20443
1991 W25,MEL-SYD,Economy,21418
1991 W26,MEL-SYD,Economy,23273
1991 W27,MEL-SYD,Economy,25763
1991 W28,MEL-SYD,Economy,26045
1991 W29,MEL-SYD,Economy,23831
1991 W30,MEL-SYD,Economy,22742
1991 W31,MEL-SYD,Economy,22962
1991 W32,MEL-SYD,Economy,25253
1991 W33,MEL-SYD,Economy,25239
1991 W34,MEL-SYD,Economy,27387
1991 W35,MEL-SYD,Economy,26824
1991 W36,MEL-SYD,Economy,27294
1991 W37,MEL-SYD,Economy,28935
1991 W38,MEL-SYD,Economy,31642
1991 W39,MEL-SYD,Economy,32468
1991 W40,MEL-SYD,Economy,27673
1991 W41,MEL-SYD,Economy,28890
1991 W42,MEL-SYD,Economy,26465
1991 W43,MEL-SYD,Economy,28296
1991 W44,MEL-SYD,Economy,29274
1991 W45,MEL-SYD,Economy,30686
1991 W46,MEL-SYD,Economy,29786
1991 W47,MEL-SYD,Economy,31155
1991 W48,MEL-SYD,Economy,28459
1991 W49,MEL-SYD,Economy,27195
1991 W50,MEL-SYD,Economy,26274
1991 W51,MEL-SYD,Economy,25204
1991 W52,MEL-SYD,Economy,24434
1992 W01,MEL-SYD,Economy,27323
1992 W02,MEL-SYD,Economy,27303
1992 W03,MEL-SYD,Economy,30334
1992 W04,MEL-SYD,Economy,26833
1992 W05,MEL-SYD,Economy,25811
1992 W06,MEL-SYD,Economy,27238
1992 W07,MEL-SYD,Economy,28788
1992 W08,MEL-SYD,Economy,27263
1992 W09,MEL-SYD,Economy,27217
1992 W10,MEL-SYD,Economy,26410
1992 W11,MEL-SYD,Economy,26118
1992 W12,MEL-SYD,Economy,18642
1992 W13,MEL-SYD,Economy,16518
1992 W14,MEL-SYD,Economy,17276
1992 W15,MEL-SYD,Economy,21662
1992 W16,MEL-SYD,Economy,20473
1992 W17,MEL-SYD,Economy,18336
1992 W18,MEL-SYD,Economy,17018
1992 W19,MEL-SYD,Economy,18111
1992 W20,MEL-SYD,Economy,18410
1992 W21,MEL-SYD,Economy,20541
1992 W22,MEL-SYD,Economy,21408
1992 W23,MEL-SYD,Economy,21545
1992 W24,MEL-SYD,Economy,21732
1992 W25,MEL-SYD,Economy,26173
1992 W26,MEL-SYD,Economy,27432
1992 W27,MEL-SYD,Economy,28362
1992 W28,MEL-SYD,Economy,29827
1992 W29,MEL-SYD,Economy,29870
1992 W30,MEL-SYD,Economy,26534
1992 W31,MEL-SYD,Economy,26434
1992 W32,MEL-SYD,Economy,26137
1992 W33,MEL-SYD,Economy,27365
1992 W34,MEL-SYD,Economy,27910
1992 W35,MEL-SYD,Economy,26311
1992 W36,MEL-SYD,Economy,27538
1992 W37,MEL-SYD,Economy,29445
1992 W38,MEL-SYD,Economy,28326
1992 W39,MEL-SYD,Economy,30203
1992 W40,MEL-SYD,Economy,27838
1992 W41,MEL-SYD,Economy,27760
1992 W42,MEL-SYD,Economy,27322
1992 W43,MEL-SYD,Economy,28837
1992 W44,MEL-SYD,Economy,26548
1992 W45,MEL-SYD,Economy,27279
1992 W46,MEL-SYD,Economy,27306
1992 W47,MEL-SYD,Economy,28299
1987 W26,MEL-SYD,First,1912
1987 W27,MEL-SYD,First,1848
1987 W28,MEL-SYD,First,1856
1987 W29,MEL-SYD,First,2142
1987 W30,MEL-SYD,First,2118
1987 W31,MEL-SYD,First,2048
1987 W32,MEL-SYD,First,2111
1987 W33,MEL-SYD,First,2199
1987 W34,MEL-SYD,First,2231
1987 W35,MEL-SYD,First,2081
1987 W36,MEL-SYD,First,2213
1987 W37,MEL-SYD,First,2131
1987 W39,MEL-SYD,First,2131
1987 W40,MEL-SYD,First,2034
1987 W41,MEL-SYD,First,2190
1987 W42,MEL-SYD,First,2262
1987 W43,MEL-SYD,First,2579
1987 W44,MEL-SYD,First,2367
1987 W45,MEL-SYD,First,2432
1987 W46,MEL-SYD,First,2640
1987 W47,MEL-SYD,First,2614
1987 W48,MEL-SYD,First,2569
1987 W49,MEL-SYD,First,2523
1987 W50,MEL-SYD,First,2260
1987 W51,MEL-SYD,First,1117
1987 W52,MEL-SYD,First,590
1987 W53,MEL-SYD,First,966
1988 W01,MEL-SYD,First,1235
1988 W02,MEL-SYD,First,2001
1988 W03,MEL-SYD,First,1696
1988 W04,MEL-SYD,First,2089
1988 W05,MEL-SYD,First,2716
1988 W06,MEL-SYD,First,2483
1988 W07,MEL-SYD,First,2461
1988 W08,MEL-SYD,First,2533
1988 W09,MEL-SYD,First,2273
1988 W10,MEL-SYD,First,2273
1988 W11,MEL-SYD,First,2370
1988 W12,MEL-SYD,First,1782
1988 W13,MEL-SYD,First,1385
1988 W14,MEL-SYD,First,2322
1988 W15,MEL-SYD,First,2340
1988 W16,MEL-SYD,First,2203
1988 W17,MEL-SYD,First,2300
1988 W18,MEL-SYD,First,2125
1988 W19,MEL-SYD,First,2345
1988 W20,MEL-SYD,First,2224
1988 W21,MEL-SYD,First,1952
1988 W22,MEL-SYD,First,2212
1988 W23,MEL-SYD,First,2028
1988 W24,MEL-SYD,First,1906
1988 W25,MEL-SYD,First,1834
1988 W26,MEL-SYD,First,1797
1988 W27,MEL-SYD,First,1869
1988 W28,MEL-SYD,First,1886
1988 W29,MEL-SYD,First,2131
1988 W30,MEL-SYD,First,2021
1988 W31,MEL-SYD,First,2199
1988 W32,MEL-SYD,First,2140
1988 W33,MEL-SYD,First,2190
1988 W34,MEL-SYD,First,1917
1988 W35,MEL-SYD,First,2096
1988 W36,MEL-SYD,First,2254
1988 W37,MEL-SYD,First,2251
1988 W38,MEL-SYD,First,2072
1988 W39,MEL-SYD,First,993
1988 W40,MEL-SYD,First,1675
1988 W41,MEL-SYD,First,1463
1988 W42,MEL-SYD,First,2256
1988 W43,MEL-SYD,First,2216
1988 W44,MEL-SYD,First,2218
1988 W45,MEL-SYD,First,2568
1988 W46,MEL-SYD,First,2483
1988 W47,MEL-SYD,First,2545
1988 W48,MEL-SYD,First,2599
1988 W49,MEL-SYD,First,2483
1988 W50,MEL-SYD,First,1793
1988 W51,MEL-SYD,First,516
1988 W52,MEL-SYD,First,873
1989 W01,MEL-SYD,First,1195
1989 W02,MEL-SYD,First,1525
1989 W03,MEL-SYD,First,1906
1989 W04,MEL-SYD,First,2246
1989 W05,MEL-SYD,First,2247
1989 W06,MEL-SYD,First,2316
1989 W07,MEL-SYD,First,2276
1989 W08,MEL-SYD,First,2403
1989 W09,MEL-SYD,First,2432
1989 W10,MEL-SYD,First,2490
1989 W11,MEL-SYD,First,2013
1989 W12,MEL-SYD,First,1508
1989 W13,MEL-SYD,First,2251
1989 W14,MEL-SYD,First,2079
1989 W15,MEL-SYD,First,2210
1989 W16,MEL-SYD,First,1960
1989 W17,MEL-SYD,First,2251
1989 W18,MEL-SYD,First,2013
1989 W19,MEL-SYD,First,2252
1989 W20,MEL-SYD,First,2067
1989 W21,MEL-SYD,First,1831
1989 W22,MEL-SYD,First,2069
1989 W23,MEL-SYD,First,1953
1989 W24,MEL-SYD,First,2199
1989 W25,MEL-SYD,First,1771
1989 W26,MEL-SYD,First,1696
1989 W27,MEL-SYD,First,1788
1989 W28,MEL-SYD,First,1636
1989 W29,MEL-SYD,First,1741
1989 W30,MEL-SYD,First,1597
1989 W31,MEL-SYD,First,1943
1989 W32,MEL-SYD,First,1660
1989 W33,MEL-SYD,First,616
1989 W34,MEL-SYD,First,0
1989 W35,MEL-SYD,First,0
1989 W36,MEL-SYD,First,0
1989 W37,MEL-SYD,First,0
1989 W38,MEL-SYD,First,0
1989 W39,MEL-SYD,First,0
1989 W40,MEL-SYD,First,0
1989 W41,MEL-SYD,First,53
1989 W42,MEL-SYD,First,40
1989 W43,MEL-SYD,First,354
1989 W44,MEL-SYD,First,505
1989 W45,MEL-SYD,First,711
1989 W46,MEL-SYD,First,723
1989 W47,MEL-SYD,First,796
1989 W48,MEL-SYD,First,856
1989 W49,MEL-SYD,First,845
1989 W50,MEL-SYD,First,807
1989 W51,MEL-SYD,First,276
1989 W52,MEL-SYD,First,339
1990 W01,MEL-SYD,First,581
1990 W02,MEL-SYD,First,894
1990 W03,MEL-SYD,First,936
1990 W04,MEL-SYD,First,1111
1990 W05,MEL-SYD,First,1446
1990 W06,MEL-SYD,First,1517
1990 W07,MEL-SYD,First,1513
1990 W08,MEL-SYD,First,1508
1990 W09,MEL-SYD,First,1636
1990 W10,MEL-SYD,First,1380
1990 W11,MEL-SYD,First,1453
1990 W12,MEL-SYD,First,1459
1990 W13,MEL-SYD,First,1538
1990 W14,MEL-SYD,First,1327
1990 W15,MEL-SYD,First,1027
1990 W16,MEL-SYD,First,1365
1990 W17,MEL-SYD,First,1475
1990 W18,MEL-SYD,First,1365
1990 W19,MEL-SYD,First,1351
1990 W20,MEL-SYD,First,1231
1990 W21,MEL-SYD,First,1447
1990 W22,MEL-SYD,First,1408
1990 W23,MEL-SYD,First,1089
1990 W24,MEL-SYD,First,1357
1990 W25,MEL-SYD,First,1287
1990 W26,MEL-SYD,First,1087
1990 W27,MEL-SYD,First,1017
1990 W28,MEL-SYD,First,1090
1990 W29,MEL-SYD,First,1343
1990 W30,MEL-SYD,First,1164
1990 W31,MEL-SYD,First,1169
1990 W32,MEL-SYD,First,1465
1990 W33,MEL-SYD,First,1242
1990 W34,MEL-SYD,First,1220
1990 W35,MEL-SYD,First,1231
1990 W36,MEL-SYD,First,1266
1990 W37,MEL-SYD,First,1337
1990 W38,MEL-SYD,First,1079
1990 W39,MEL-SYD,First,1223
1990 W40,MEL-SYD,First,1351
1990 W41,MEL-SYD,First,1269
1990 W42,MEL-SYD,First,1382
1990 W43,MEL-SYD,First,1435
1990 W44,MEL-SYD,First,1371
1990 W45,MEL-SYD,First,1341
1990 W46,MEL-SYD,First,1399
1990 W47,MEL-SYD,First,1440
1990 W48,MEL-SYD,First,1236
1990 W49,MEL-SYD,First,1441
1990 W50,MEL-SYD,First,988
1990 W51,MEL-SYD,First,300
1990 W52,MEL-SYD,First,401
1991 W01,MEL-SYD,First,529
1991 W02,MEL-SYD,First,786
1991 W03,MEL-SYD,First,1086
1991 W04,MEL-SYD,First,725
1991 W05,MEL-SYD,First,1127
1991 W06,MEL-SYD,First,1146
1991 W07,MEL-SYD,First,1086
1991 W08,MEL-SYD,First,1134
1991 W09,MEL-SYD,First,1020
1991 W10,MEL-SYD,First,1022
1991 W11,MEL-SYD,First,1224
1991 W12,MEL-SYD,First,895
1991 W13,MEL-SYD,First,658
1991 W14,MEL-SYD,First,977
1991 W15,MEL-SYD,First,916
1991 W16,MEL-SYD,First,830
1991 W17,MEL-SYD,First,990
1991 W18,MEL-SYD,First,770
1991 W19,MEL-SYD,First,801
1991 W20,MEL-SYD,First,839
1991 W21,MEL-SYD,First,835
1991 W22,MEL-SYD,First,802
1991 W23,MEL-SYD,First,763
1991 W24,MEL-SYD,First,770
1991 W25,MEL-SYD,First,838
1991 W26,MEL-SYD,First,742
1991 W27,MEL-SYD,First,793
1991 W28,MEL-SYD,First,900
1991 W29,MEL-SYD,First,960
1991 W30,MEL-SYD,First,800
1991 W31,MEL-SYD,First,807
1991 W32,MEL-SYD,First,841
1991 W33,MEL-SYD,First,880
1991 W34,MEL-SYD,First,818
1991 W35,MEL-SYD,First,817
1991 W36,MEL-SYD,First,819
1991 W37,MEL-SYD,First,998
1991 W38,MEL-SYD,First,1220
1991 W39,MEL-SYD,First,966
1991 W40,MEL-SYD,First,895
1991 W41,MEL-SYD,First,978
1991 W42,MEL-SYD,First,913
1991 W43,MEL-SYD,First,947
1991 W44,MEL-SYD,First,1002
1991 W45,MEL-SYD,First,1081
1991 W46,MEL-SYD,First,977
1991 W47,MEL-SYD,First,1027
1991 W48,MEL-SYD,First,895
1991 W49,MEL-SYD,First,900
1991 W50,MEL-SYD,First,762
1991 W51,MEL-SYD,First,329
1991 W52,MEL-SYD,First,351
1992 W01,MEL-SYD,First,419
1992 W02,MEL-SYD,First,618
1992 W03,MEL-SYD,First,845
1992 W04,MEL-SYD,First,727
1992 W05,MEL-SYD,First,1200
1992 W06,MEL-SYD,First,1801
1992 W07,MEL-SYD,First,1727
1992 W08,MEL-SYD,First,1992
1992 W09,MEL-SYD,First,1865
1992 W10,MEL-SYD,First,1801
1992 W11,MEL-SYD,First,1661
1992 W12,MEL-SYD,First,2366
1992 W13,MEL-SYD,First,2003
1992 W14,MEL-SYD,First,2092
1992 W15,MEL-SYD,First,1703
1992 W16,MEL-SYD,First,1337
1992 W17,MEL-SYD,First,1985
1992 W18,MEL-SYD,First,1808
1992 W19,MEL-SYD,First,1839
1992 W20,MEL-SYD,First,1714
1992 W21,MEL-SYD,First,1730
1992 W22,MEL-SYD,First,1725
1992 W23,MEL-SYD,First,1456
1992 W24,MEL-SYD,First,1447
1992 W25,MEL-SYD,First,1357
1992 W26,MEL-SYD,First,1280
1992 W27,MEL-SYD,First,1363
1992 W28,MEL-SYD,First,1228
1992 W29,MEL-SYD,First,1411
1992 W30,MEL-SYD,First,1130
1992 W31,MEL-SYD,First,1153
1992 W32,MEL-SYD,First,1257
1992 W33,MEL-SYD,First,1259
1992 W34,MEL-SYD,First,1153
1992 W35,MEL-SYD,First,1202
1992 W36,MEL-SYD,First,1185
1992 W37,MEL-SYD,First,1247
1992 W38,MEL-SYD,First,1434
1992 W39,MEL-SYD,First,1450
1992 W40,MEL-SYD,First,1227
1992 W41,MEL-SYD,First,1245
1992 W42,MEL-SYD,First,1417
1992 W43,MEL-SYD,First,1458
1992 W44,MEL-SYD,First,1398
1992 W45,MEL-SYD,First,1423
1992 W46,MEL-SYD,First,1358
1992 W47,MEL-SYD,First,1488
1989 W28,SYD-ADL,Business,284
1989 W29,SYD-ADL,Business,424
1989 W30,SYD-ADL,Business,338
1989 W31,SYD-ADL,Business,426
1989 W32,SYD-ADL,Business,377
1989 W33,SYD-ADL,Business,261
1989 W34,SYD-ADL,Business,0
1989 W35,SYD-ADL,Business,0
1989 W36,SYD-ADL,Business,0
1989 W37,SYD-ADL,Business,0
1989 W38,SYD-ADL,Business,0
1989 W39,SYD-ADL,Business,0
1989 W40,SYD-ADL,Business,0
1989 W41,SYD-ADL,Business,87
1989 W42,SYD-ADL,Business,19
1989 W43,SYD-ADL,Business,79
1989 W44,SYD-ADL,Business,111
1989 W45,SYD-ADL,Business,29
1989 W46,SYD-ADL,Business,30
1989 W47,SYD-ADL,Business,33
1989 W48,SYD-ADL,Business,43
1989 W49,SYD-ADL,Business,60
1989 W50,SYD-ADL,Business,225
1989 W51,SYD-ADL,Business,103
1989 W52,SYD-ADL,Business,165
1990 W01,SYD-ADL,Business,189
1990 W02,SYD-ADL,Business,247
1990 W03,SYD-ADL,Business,290
1990 W04,SYD-ADL,Business,300
1990 W05,SYD-ADL,Business,402
1990 W06,SYD-ADL,Business,403
1990 W07,SYD-ADL,Business,418
1990 W08,SYD-ADL,Business,393
1990 W09,SYD-ADL,Business,418
1990 W10,SYD-ADL,Business,480
1990 W11,SYD-ADL,Business,447
1990 W12,SYD-ADL,Business,499
1990 W13,SYD-ADL,Business,566
1990 W14,SYD-ADL,Business,374
1990 W15,SYD-ADL,Business,329
1990 W16,SYD-ADL,Business,425
1990 W17,SYD-ADL,Business,412
1990 W18,SYD-ADL,Business,374
1990 W19,SYD-ADL,Business,465
1990 W20,SYD-ADL,Business,360
1990 W21,SYD-ADL,Business,354
1990 W22,SYD-ADL,Business,340
1990 W23,SYD-ADL,Business,290
1990 W24,SYD-ADL,Business,361
1990 W25,SYD-ADL,Business,310
1990 W26,SYD-ADL,Business,254
1990 W27,SYD-ADL,Business,375
1990 W28,SYD-ADL,Business,358
1990 W29,SYD-ADL,Business,345
1990 W30,SYD-ADL,Business,319
1990 W31,SYD-ADL,Business,358
1990 W32,SYD-ADL,Business,317
1990 W33,SYD-ADL,Business,420
1990 W34,SYD-ADL,Business,357
1990 W35,SYD-ADL,Business,366
1990 W36,SYD-ADL,Business,346
1990 W37,SYD-ADL,Business,399
1990 W38,SYD-ADL,Business,271
1990 W39,SYD-ADL,Business,272
1990 W40,SYD-ADL,Business,323
1990 W41,SYD-ADL,Business,387
1990 W42,SYD-ADL,Business,459
1990 W43,SYD-ADL,Business,561
1990 W44,SYD-ADL,Business,504
1990 W45,SYD-ADL,Business,452
1990 W46,SYD-ADL,Business,446
1990 W47,SYD-ADL,Business,424
1990 W48,SYD-ADL,Business,374
1990 W49,SYD-ADL,Business,385
1990 W50,SYD-ADL,Business,295
1990 W51,SYD-ADL,Business,121
1990 W52,SYD-ADL,Business,130
1991 W01,SYD-ADL,Business,151
1991 W02,SYD-ADL,Business,195
1991 W03,SYD-ADL,Business,290
1991 W04,SYD-ADL,Business,202
1991 W05,SYD-ADL,Business,344
1991 W06,SYD-ADL,Business,300
1991 W07,SYD-ADL,Business,387
1991 W08,SYD-ADL,Business,360
1991 W09,SYD-ADL,Business,408
1991 W10,SYD-ADL,Business,462
1991 W11,SYD-ADL,Business,521
1991 W12,SYD-ADL,Business,345
1991 W13,SYD-ADL,Business,295
1991 W14,SYD-ADL,Business,459
1991 W15,SYD-ADL,Business,486
1991 W16,SYD-ADL,Business,335
1991 W17,SYD-ADL,Business,453
1991 W18,SYD-ADL,Business,490
1991 W19,SYD-ADL,Business,399
1991 W20,SYD-ADL,Business,453
1991 W21,SYD-ADL,Business,442
1991 W22,SYD-ADL,Business,464
1991 W23,SYD-ADL,Business,362
1991 W24,SYD-ADL,Business,504
1991 W25,SYD-ADL,Business,381
1991 W26,SYD-ADL,Business,374
1991 W27,SYD-ADL,Business,318
1991 W28,SYD-ADL,Business,341
1991 W29,SYD-ADL,Business,403
1991 W30,SYD-ADL,Business,391
1991 W31,SYD-ADL,Business,368
1991 W32,SYD-ADL,Business,385
1991 W33,SYD-ADL,Business,372
1991 W34,SYD-ADL,Business,338
1991 W35,SYD-ADL,Business,376
1991 W36,SYD-ADL,Business,304
1991 W37,SYD-ADL,Business,328
1991 W38,SYD-ADL,Business,379
1991 W39,SYD-ADL,Business,343
1991 W40,SYD-ADL,Business,356
1991 W41,SYD-ADL,Business,346
1991 W42,SYD-ADL,Business,391
1991 W43,SYD-ADL,Business,472
1991 W44,SYD-ADL,Business,609
1991 W45,SYD-ADL,Business,411
1991 W46,SYD-ADL,Business,408
1991 W47,SYD-ADL,Business,366
1991 W48,SYD-ADL,Business,353
